tile,band,source_id,local_x,local_y,major,minor,angle_deg,area,large_center_only
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189657,49.209140,116.214668,1.722098,0.971870,52.800474,5.257943,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189658,14.618930,162.891017,0.465703,0.465602,-11.015802,0.681198,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189663,67.050212,111.697892,2.503620,2.208023,-25.577379,17.366881,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189668,195.575269,82.129987,0.852791,0.852070,-4.923469,2.282799,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189669,189.749733,81.584617,5.243945,2.141723,32.708802,35.283463,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189670,193.819975,97.580227,1.059363,1.058609,70.777777,3.523143,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189671,204.302791,101.037207,1.034827,1.032987,-15.928076,3.358244,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189676,93.388526,102.906067,1.736911,1.244149,28.983440,6.788907,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189677,96.720079,89.964872,2.184654,1.444559,-21.632407,9.914435,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189787,290.960924,138.620787,16.629700,9.674360,-54.939159,505.424776,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189788,301.356002,137.860761,21.791570,10.414694,29.634355,712.992376,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189789,280.725668,150.482218,36.055190,21.386779,-24.023023,2422.495870,1
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189790,291.741609,121.175422,0.723179,0.722968,-62.638670,1.642535,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189791,320.000000,135.000000,26.798223,26.210906,-31.363585,2206.672605,1
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189792,284.000000,167.000000,7.817178,7.804420,48.513921,191.663965,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189793,453.585255,121.029645,0.796400,0.764440,-79.800167,1.912602,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189794,469.878962,114.172685,4.485762,1.673965,-52.042432,23.590252,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189795,473.682955,128.689970,0.067134,0.067119,-72.775518,0.014156,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189822,339.000000,129.000000,18.918661,14.905354,5.830695,885.895631,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189823,340.829421,123.482122,1.525205,1.524892,23.071036,7.306635,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189858,165.302170,125.451100,2.311166,1.599708,49.001610,11.615068,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189900,79.794897,149.232999,3.836963,1.648068,82.432914,19.866102,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189901,82.274915,140.536509,1.002452,0.786212,39.396880,2.476015,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189902,67.087240,138.956517,1.222577,1.087395,-57.682232,4.176508,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189903,58.948780,134.338147,0.730563,0.729430,-46.962887,1.674139,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189961,506.061635,144.074329,1.131236,1.130756,81.254077,4.018574,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189964,37.208853,153.766613,2.748216,1.503722,56.970878,12.982797,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189965,55.404862,164.269278,2.791136,2.209956,66.840589,19.378248,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189966,37.483955,143.499169,262.873067,63.942431,42.697184,52806.223617,1
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342189967,47.825321,139.422185,1.963548,1.963144,-70.790818,12.109981,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342190037,507.504722,170.438248,4.788687,2.405880,39.972185,36.194305,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342190038,489.851798,162.054526,1.492713,1.238235,67.644237,5.806697,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342190091,1.034411,188.089744,3.952195,1.949923,-26.216245,24.210611,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342190103,195.589917,177.630867,5.794326,4.236830,-48.695505,77.124769,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342190104,225.793313,171.994949,1.353892,0.663690,-71.661485,2.822923,0
zangetsu_upper_left_x26342_y7477,HSC-I,43158859342190105,288.119697,214.448760,1.681586,1.160000,-57.829325,6.128113,0
